review_id,star_rating,helpful_votes,total_votes,vine,verified_purchase
R2PFAS00KZFZAA,3,46,47,N,N
RKQJPS0IJ20RI,1,106,106,N,Y
R2MG8XD2XLE3FI,1,21,22,N,Y
R1COKB1Q9IG3QO,5,130,134,N,N
R32L2OK1R3V7WM,4,23,24,N,Y
R3QLZKZXHKMCSJ,5,19,25,N,Y
RJDFW4X296Y72,1,65,65,N,Y
R2HT79USYGOBGE,1,26,26,N,N
R3D12S84TZJYH4,1,97,98,N,Y
R4PCNLV91QVPY,3,112,115,N,Y
R28MF5CC2ZQDMC,5,29,30,N,Y
R2VPWHRF0Z0UB9,5,115,122,N,Y
RWDRJKSP38TLV,1,33,35,N,Y
R3D25BOT63750H,5,25,25,N,Y
R22WMWVC4U243H,5,21,22,N,Y
R2BP9I7CBUV9MF,5,23,24,N,Y
R3NSPZAVKX52SD,5,25,25,N,Y
RA7QXSOJICT4X,4,41,42,N,Y
RE24ST11O8PD8,5,43,48,N,Y
R10OCC89F208PF,1,18,20,N,Y
R2SXGG0XKNF6ZL,5,44,48,N,Y
RP4732BA2YHL0,1,55,56,N,Y
R11SY9DEYUO493,1,37,37,N,Y
R3M9FU75CTJ800,5,25,32,N,N
R23FFS2VJLKNTP,3,25,27,N,Y
R2JO6CX7SYJRRN,5,24,26,N,Y
R2KQG037NTIB5Z,1,20,20,N,Y
R272HBSPG4QZ48,1,91,94,N,N
R2Q1CLG3GHHGAD,1,54,60,N,Y
R3O65CUEAEFO5Y,1,19,22,N,N
R2SO900KO6QS8N,5,28,29,N,Y
R31X2RT1FQ9CG0,5,27,27,N,Y
R2KP47UA9BG7Q,1,31,33,N,Y
R1IWE444V8XDIP,5,24,24,N,Y
R4MUQ855UY9F,5,20,23,N,N
R2GN68XAX0TG9E,5,32,32,N,Y
R3W4ECLY7IAFR,1,14,23,N,N
R14LK1GX1F1AP,5,29,30,N,Y
R18HVT8DQD8QUV,5,26,30,N,N
R1F0ZAKGD6MBWO,1,11,21,N,N
R2TROCNQUPJ3Q7,5,87,88,N,Y
R1NNBEHUWSZQE0,5,22,23,N,Y
R3FEWHR5EG95FF,2,21,22,N,N
R35HBYEEMUWUPS,5,27,28,N,Y
R3S6WHL9B0PN9Q,5,41,41,N,N
R1HNFWOUM1WG1O,5,25,29,N,Y
R25TW56JEVOZ9W,5,29,35,N,N
REDYY3QUD72CL,5,30,30,N,Y
R2MVQVNKV7RWGJ,5,69,71,N,Y
R26F5CXNUNWBKN,1,41,45,N,N
R15VK2SW1CYIJG,4,24,26,N,Y
R6MV02B5QL7TQ,5,83,87,N,Y
R1596XN470KGUL,4,145,148,N,Y
R2FLW6I8KUPTOF,5,71,72,N,Y
R3D4AXI9VRB1CN,5,21,21,N,Y
R18XZD3BJOY9RU,5,19,22,N,Y
R2S4RPGYXKJYV6,5,151,152,N,Y
R397FS65UOQRI7,1,38,39,N,Y
R2QZ21530BBCXK,5,35,35,N,Y
RTU495UEMN8MC,5,27,29,N,Y
R9W6LCLPSHV5C,2,20,22,N,Y
R3BOFNOPVF95DK,5,24,26,N,Y
R15EKFUB9NYL3Z,5,30,32,N,Y
R185BNUSZ2FHBH,1,20,23,N,Y
RUQ8TRGMJ28IA,5,35,35,N,Y
R1HTPGDHFSHU7H,5,59,61,N,Y
R2UI52HM6KVUC8,5,23,23,N,Y
R38QZ3XY04C2A9,5,48,48,N,Y
R3SKYHK5473K96,2,15,20,N,Y
R1EBEZXYLIR2YH,1,59,60,N,N
RL5FU2D8NX6JZ,1,17,21,N,Y
RSV9UC0787NB2,4,17,21,N,Y
R3QOL50IDBNOCM,1,20,21,N,Y
RB3FPZIQU84GE,5,22,22,N,Y
R2E6WKMRCM7KWV,5,27,27,N,Y
RHGDNTOQ8FD0W,5,30,32,N,Y
R3JZPQR09AT6OX,5,23,24,N,Y
R1MGXNZ2JBV39M,1,19,20,N,N
R3P3D13P5E78NU,4,18,24,N,Y
R1XDXI2VTXYJZW,4,19,20,N,N
R24S920IMLZX8D,5,48,49,N,Y
R13M3Q4X2QNEI5,1,21,23,N,Y
R15AL8GXPYCDDN,5,35,35,N,Y
R2HKQXVDHBVBH9,1,23,23,N,Y
R2LRKE02EI57YA,5,28,29,N,Y
RAC259UOJ9BVV,5,57,59,N,Y
RAS3VZQ673S5P,1,91,99,N,Y
R2B65SZJHB4E4R,4,18,20,N,Y
R37FADOI4910ZC,5,27,29,N,Y
R2UQ84GK4HZS1J,1,59,67,N,N
R1XG6ZT78TCX4H,1,21,21,N,Y
R2RQADLU1ZY0Q1,1,19,21,N,Y
R2NEC740RKR6CI,5,21,22,N,Y
RFR71WH5FVQ62,5,23,24,N,Y
R10E7FFJ26LHIG,5,56,57,N,Y
RNNSBRL7D0ECN,5,29,30,N,N
R2GH88LE2F8RGJ,5,87,90,N,Y
R263FXCEO0D75X,4,19,20,N,Y
R3ML11285H7UAF,4,31,40,N,Y
R1RKP50EKKHIPK,2,26,27,N,Y
R1JP1K62EKPQVC,1,25,38,N,N
R11I7TI1WUQ0YR,5,29,32,N,Y
R3O4W636WJ34DN,3,25,25,N,Y
R3UCR2WO3W0OS2,5,53,55,N,Y
R5GKC1N9KT3ZH,5,52,55,N,Y
R23KJB8QFTEV5B,4,27,27,N,Y
R3T0U8FXB7ASR,5,27,27,N,Y
R2BXAHXZXX2Y0F,5,51,52,N,Y
R1PBAS65WNZU2M,5,63,64,N,Y
R8L67KZPX3Q97,5,48,49,N,Y
R1RNTMXV78S09I,5,27,28,N,Y
R9C3WVNGPAIDQ,5,41,44,N,Y
R312CW14OQHY7W,5,53,54,N,Y
R5I131H26BO0I,1,27,28,N,Y
RGZWG09UDK3U0,2,21,23,N,N
RZ2P540UOFBYO,5,22,22,N,Y
R3CPJRKBTSEERX,5,25,26,N,Y
R1JETB4YOV65HJ,5,32,33,N,Y
RGL3M71XA79KA,5,28,32,N,Y
RTA9DLFSJ8TTZ,5,26,26,N,Y
ROH1JQNSLPLIC,4,40,41,N,Y
R21DI789E3YWCW,2,48,66,N,N
R1B5VTHGLCPK70,1,22,23,N,N
R2GU1C1G151V76,5,31,32,N,Y
R87LXI48PQTIS,5,33,33,N,N
R1DCI0G229ASOR,5,30,31,N,N
R1L6VCHWA3FNH0,5,21,21,N,Y
R2Y8P7UJN3OHZR,1,19,24,N,N
RHMUOJ6ZNF5E8,4,32,33,N,Y
RKHLZV58OMW3O,2,46,48,N,Y
R2LWATKE6G5GEP,5,28,28,N,N
R1KWW89MMDX8RK,5,20,21,N,Y
RHWTNHL9IEPCZ,4,24,24,N,N
R3QTJ3TVZBT2PV,4,66,68,N,Y
R3NNYR20401CVE,5,96,111,N,N
R29LDOH0NYLDZ5,5,60,62,N,Y
R315YAP5ULQ02O,5,32,34,N,Y
R3FSZOI1OWT5DU,5,38,39,N,Y
R3P3N6FGIO80NY,5,22,23,N,Y
R2RH6Z590HOMCE,5,46,49,N,Y
R13YITWXNJY1IY,5,51,52,N,N
R2960LVSSNHOJY,1,42,44,N,N
R1H6S953BP4NS4,1,64,69,N,Y
R2CPL456PIRDJL,3,25,27,N,Y
R14PM8X33T1SEI,5,19,20,N,Y
R368MIPM07HO5V,5,42,42,N,Y
RTHIC4L8GK4VU,1,33,51,N,Y
R2M13DS9IGJK0J,5,34,34,N,N
R914942L61JFE,5,27,28,N,N
R2YXT2FZAZCMVG,1,18,20,N,Y
R2WSQXP4B2S9UC,5,17,20,N,Y
R1I4BXBY5W1J9B,5,24,25,N,Y
R1J277D1YF3RH0,5,66,67,N,N
R375PPSA6WQF4P,5,121,122,N,N
R8A1TVHBDDABJ,2,22,39,N,N
RMAKNNS9R9YXC,4,31,32,N,Y
R12KYJ8AKZEQKZ,4,22,24,N,Y
RUYH1OIF1AR5,5,111,116,N,Y
R3FPM7SGSS7U30,5,18,20,N,N
R11VUG3083A2UX,5,67,68,N,Y
RX1KXYOVHEUNH,5,71,71,N,Y
R3T727OCX6B3NJ,2,20,20,N,Y
R1TZSDK5S1Q63V,1,30,31,N,N
R399P13AEZ37TR,5,41,43,N,Y
R1M5J4U1VZRLJL,1,18,20,N,Y
R30Y0YLR8NCGEL,5,25,27,N,Y
R3FS5QNFP00HK6,5,45,48,N,Y
R29FE2RX3WDD95,5,22,22,N,Y
R3RZM10R59CRSS,5,64,64,N,Y
R2K222S6S75SQR,4,36,36,N,Y
R3ULAGDODCDHY6,4,24,25,N,N
R121VKK6DUFE4I,5,78,79,N,Y
R22903LSD3LNC2,5,29,29,N,N
R3TT1A87KHXTXD,1,24,24,N,Y
R1XMJDYGO49FAZ,5,47,47,N,Y
RSJQ2MTN3SJCW,2,35,41,N,Y
R2942WLMKH4O91,5,49,55,N,Y
R1AZ2656WGLFUQ,1,29,29,N,N
R156WUU7LIKF4Q,4,19,20,N,Y
RYF677KIFR7CD,5,31,31,N,Y
R1TI1SHT9CYZLC,5,21,21,N,N
R3EGPTFVNL3Q2O,1,40,41,N,N
R13TFNH9HCS1B8,5,26,26,N,Y
R3UNM0B5V8ZLBB,4,23,23,N,Y
RC669XCLQJF7Z,4,170,175,N,N
R2KODP4AC5HSNQ,4,19,20,N,Y
R3OC3C5L5BXNI7,5,21,22,N,N
R1QF0BWIA9YP79,5,22,22,N,N
RKK86O77PCBP1,2,20,22,N,N
R1VF1JRK1NBNEU,5,98,109,N,N
R356INH5HQ5PCK,5,42,49,N,Y
R3FYHLN69RT9AW,5,26,29,N,Y
R2E8XUBGRAZC9X,1,55,56,N,Y
R2FAU6YVNO8MDD,1,37,39,N,Y
R1YUEU85G6FD61,1,25,40,N,N
R3F0TMIUU0TWEC,5,55,55,N,N
R182JQOP10AR5M,2,25,27,N,Y
RNWMJV91I88B,5,21,21,N,Y
R2MFKEZ1MOQ42B,5,28,30,N,N
R3MZ7MROD3K4FA,1,25,26,N,N
RQQZWXUEAQVCT,5,19,21,N,N
R21S1DU0MENR8Q,5,93,95,N,Y
R1OOJDTGSXS9TL,4,26,26,N,Y
R1PJKTG740YHX8,4,31,32,N,N
R130RPBLK31VVQ,5,56,56,N,Y
RGXDQM2P4LQ4V,5,69,70,N,Y
R2VBARX5XB950Q,5,48,48,N,Y
R1QER1QYM3D609,5,20,23,N,Y
R186FRTTREDY02,1,41,42,N,N
R3I4LQ0S89C12,5,62,66,N,Y
R2MZMCFRMRU71Z,5,70,70,N,Y
R3RREZAHIKXDRQ,5,25,25,N,N
R3CJKWG55M7404,4,24,27,N,Y
R2XXZKUHQYSNRH,2,30,30,N,Y
R2L6A1GZKEUM4U,5,28,28,N,Y
R1CQ5Y1UL712F6,5,44,45,N,Y
RFTN291LLTEHF,2,29,34,N,N
RUOS5834D1H1U,5,21,21,N,Y
R1LWD2U0WSS4JZ,5,42,45,N,Y
R2MOFP8YPK9O0G,4,41,42,N,Y
R28C97TEQXWPN7,5,25,31,N,Y
R3CPJG8ZTRDCJY,5,28,29,N,Y
R21SYP4B646AHS,1,21,21,N,N
RGJBSOOW6Q0CA,3,24,27,N,N
R327F7TNAT8YP3,5,16,21,N,Y
RH051478DPLGJ,5,22,22,N,Y
R1UUPKLP7WPRRQ,5,23,23,N,Y
R3UB6YCZPRSJTN,5,24,25,N,Y
R2ANNIY7O4SFFT,1,18,21,N,Y
R184DT2JFEDZKU,1,56,56,N,N
R2RCVHQPPPJD43,5,38,38,N,Y
RVLHUGILG1AVE,1,24,25,N,Y
R30Q8N96WG0O56,5,31,31,N,Y
R1ZYRK2KRKLVCI,1,20,20,N,Y
R2I4K6DTLEN7ZX,5,38,39,N,Y
R2PK5AU571DOPT,5,21,22,N,Y
R30K49FA0H70U,5,21,21,N,Y
R3USJ0BEEOG4JB,1,22,24,N,Y
R27PSVYG7KAN11,5,39,39,N,Y
R1XKDK1G9G9YLQ,5,39,40,N,Y
R255FHVTCUJKAP,5,21,22,N,N
R30LUAYKRBZNET,4,31,31,N,N
R2DF6CPLFF1FVQ,2,25,26,N,Y
RWHND46CFHLNV,4,23,24,N,Y
RKAQY3WHKQVKN,3,20,22,N,N
ROT2VASE9E4FI,5,47,49,N,Y
R35JEXHR4I5J0A,5,33,33,N,Y
RBM4XBYGJ3NXQ,5,43,45,N,Y
R18QHPSYY14SB3,1,42,43,N,Y
R26NMFSXQW8J0W,5,19,21,N,Y
R2Q7T382J7BF7P,5,43,45,N,N
R3NBJX5HFWAI7Q,1,31,32,N,N
RT98U97II5MOG,5,21,26,N,Y
R3Q1GU4YZM95HV,4,40,40,N,Y
R1GHJZRFKHTJ1F,4,26,27,N,Y
R3R7CD7SAY0RTM,5,91,92,N,N
R1ZK2Q2152OLZ8,5,19,23,N,Y
R3L6HN4L96I73N,5,23,25,N,Y
R2VHZ43HIW0DZM,2,63,70,N,N
R3MVRRIFCOQCJX,5,47,48,N,N
R27GNKCX7NU0D7,5,22,23,N,Y
R2P5FMYKMOG2UM,1,16,23,N,N
R29KV2R7ZGGVYR,5,20,22,N,Y
R1BLNHWEYBV6N8,5,30,32,N,Y
REYXF0H8203C3,1,39,44,N,N
R3G2EG5SAVTDMR,5,21,25,N,Y
R2B0WFSDQBY536,5,20,33,N,Y
RHEY6GFHFVMD0,1,20,20,N,Y
R1M7GCLHXMJZQ7,5,34,36,N,Y
R2P5U1TM3LJM45,5,30,30,N,Y
R34RK5G2A4EN6B,5,24,29,N,Y
R3L8W554UW5L82,5,24,24,N,Y
R2F1SYRZUBO5P2,1,40,40,N,Y
RGRZ7ICHVPUPZ,5,20,24,N,Y
R1MQ2W7PHEORV8,5,21,21,N,Y
R14CSXQFPPD1T3,5,59,60,N,Y
R26JZTA97NL34Z,5,32,37,N,N
RAE2FU9FVA03O,5,23,24,N,Y
R3MGI4B8B7F6QF,5,19,20,N,Y
R3T8MYO2SXIVJQ,5,204,211,N,Y
RLJ3HIHEMQX4M,5,21,23,N,Y
RVEEVCJMY5WJ,5,326,333,N,Y
RJNQXLQZWIIDA,1,44,46,N,Y
R361VGE6WXSK8L,5,56,61,N,N
R3CC5S9RB6JRBE,5,17,20,N,Y
R3NBKHGM303QRM,5,28,28,N,Y
RK3LLINKCU26T,5,35,36,N,Y
R2QU737M5X526A,2,21,23,N,Y
R3GGLKZSR6FRSV,5,54,57,N,Y
R2SVUQGT2VRM8,1,69,69,N,Y
R3SX1AED309RDS,5,100,101,N,Y
R3H7C1BYCAAUV1,5,21,21,N,Y
RMKCM5222TPD2,5,28,28,N,Y
R1WCRS1110BUVM,2,27,29,N,Y
R1L6P64HZRKZ90,1,67,68,N,Y
R1ADCS9VLHSS7K,5,20,23,N,Y
R3PL98IQOGT3SW,4,24,24,N,N
R1QHS1R7A17GGF,5,23,24,N,Y
RQSYO852W6CY,1,26,27,N,N
R3BE0OQ8B3M4QN,5,20,33,N,Y
R3JL3AA9PI2XQR,5,21,21,N,Y
RYR2GYOWAWUYV,5,33,35,N,Y
RU95QD1GDN1VL,1,21,21,N,Y
R3OGQRHDWYIMCR,5,30,32,N,N
R3FJ8HHVSNX4P6,5,69,80,N,Y
R3TPG80NAYZ6U0,4,23,23,N,Y
R12SLFPHRWSWSO,5,19,21,N,Y
R2PNCXAPVQX937,4,23,24,N,Y
R2DY1VNR0G104Z,5,38,38,N,N
R3986AE3KFKQ55,5,41,42,N,Y
R23VWFYZ67ETPL,5,22,25,N,Y
R25K8TYVYOZM1D,2,21,21,N,Y
RABN0QFTBCPND,5,112,122,N,N
RAIMVV8FR9WSR,5,20,23,N,N
R3NBRXOSFL44CU,5,23,24,N,N
R1U8RKQJKX14XE,1,23,23,N,Y
R2ICTNIESYRTBL,1,27,32,N,Y
RIY5M1O74XAGH,3,22,23,N,Y
R2FVPJ81QBK7RV,4,25,27,N,N
R45HVOU3LRCSA,5,60,62,N,N
R1US1LRE3FC2X6,4,59,62,N,N
R3JNOYROV5SBUU,1,33,39,N,Y
R2M58ZAF2F1N1R,1,24,25,N,Y
R26XOH9SYUZVH6,5,20,20,N,N
R36PVJ35RYQS01,5,95,97,N,Y
R1DXRXWO8JT4UK,2,34,36,N,Y
R1TNGNGYV0GZK1,2,22,23,N,N
R2GT9HPTIM63YC,5,79,82,N,N
R3JYS096RVKWFZ,5,33,35,N,Y
R24JYHXTG7UEWP,2,28,30,N,Y
R1QPC1Q6JSJVKJ,5,29,29,N,Y
R37F406BYGM23,3,26,26,N,Y
R1JAM8NWKBKPX6,5,22,22,N,Y
R1IIBXRLHXXJ2Y,5,32,33,N,Y
R3VJ2274LHHQ14,5,375,401,N,Y
RLNW3Y7G1LIA3,1,29,33,N,Y
R24XLU5JGWN189,5,27,28,N,Y
RQTPQC1UQA3S8,5,29,31,N,Y
R1AJIW102JGFE9,3,27,30,N,Y
R3MBNMFW4RGP7D,4,32,32,N,Y
R3NJD2M4P6KJTD,4,22,23,N,Y
R30AHG1RXD9MQZ,3,32,34,N,Y
R38LF20PH9GMTX,5,28,29,N,N
R3G248SWLB7YV9,2,24,30,N,Y
RVHFDWYCFX5T0,5,31,43,N,N
R3AKLOSWZNCHC2,5,21,29,N,N
RC3X4WVGBL5XE,5,24,26,N,Y
RLYKNTQVPA8WO,1,19,22,N,Y
R3V0GU9BG0ICUC,5,27,28,N,Y
R31WB9X2W54O9X,5,22,22,N,Y
R2FCB0CBGC7OQ7,5,22,25,N,Y
R1UV8GHQCOHUY1,5,24,26,N,Y
RT9F0D1VZUQ02,1,16,20,N,Y
RJ578N7HPZZY3,5,24,25,N,Y
R2VZNYOHZNVAOW,1,28,28,N,N
R2H8BVSZXDLZN7,5,27,28,N,Y
R1YCAMKJQL9PJ1,4,23,25,N,N
R3GP1S9XKMRNII,5,22,22,N,Y
RJW863A71HDGR,5,18,20,N,N
R1MDY5T7CSXBNA,5,62,68,N,Y
R381SP6H6P4VPZ,1,27,29,N,Y
R2360AVB05VSSM,1,19,20,N,Y
RTKQJQV0ZZ92G,5,29,29,N,N
R2HP39J183MBOR,5,35,36,N,N
RFJA8G26IKVAB,5,28,34,N,N
RF9ZPS258YP5I,5,33,34,N,Y
R3TTDQSZVHV55D,5,17,22,N,N
RKTOS2YLSZ7R7,5,20,21,N,N
R2OQNDUHWKKIKK,5,21,22,N,Y
RBHM3IJ6KE06O,1,30,33,N,Y
R2NG4M0F7RJLQU,5,18,20,N,Y
RTLKLX33ZKL6,5,22,24,N,Y
RAPRMKFHRAMUZ,5,56,57,N,Y
R33CBPAO7XV398,1,28,33,N,Y
R36RNTU8QXEXYQ,1,19,21,N,Y
R1ZHOXL919ES4F,4,28,28,N,Y
R1LK9DS2V37DRM,5,27,27,N,Y
R2WK3D6QYXD8ZD,5,24,26,N,N
R19O8732ZTI787,5,30,30,N,Y
R2LKX0QXXR2Q7T,3,19,23,N,Y
R3T2X829NU3ENB,1,20,20,N,N
RSP3DKHMA264Q,5,58,58,N,Y
R3LGP7M1NACO5D,4,76,76,N,Y
R2SOG6VCOIWQI3,1,22,25,N,Y
R1OZ9ESH5KZM,5,14,22,N,Y
R1CNTKUHR88D1R,3,37,44,N,N
R3GF1Y8VJZL7OS,5,20,20,N,Y
R2JSUF70YD4GU5,2,27,30,N,Y
R12SZC4B3NEQJO,5,25,29,N,Y
ROTHAUL39SS6K,5,21,21,N,Y
RDO16DE03ZJTQ,5,50,53,N,Y
REZNH6FAOJKL2,1,68,70,N,Y
R1MNZEL30DSKI7,4,25,25,N,Y
R22COU8RFG60UX,1,91,93,N,Y
R1VF54J7ILRVG0,5,75,79,N,N
R1QBKYG2YY1ZMP,5,37,37,N,Y
RVKETGQLYQRLU,1,12,21,N,Y
R1F6EVGGVDW0GJ,1,23,27,N,Y
R397F6TL2839XX,5,21,24,N,N
R2ZSIKYAEASHVW,4,53,56,N,Y
R2EJB7L84MCX7F,5,19,21,N,Y
RP78T8TC8W2O0,5,41,43,N,N
R2PTT9SP1F70E9,5,15,21,N,Y
R1VV9876IE6Y4X,5,35,36,N,Y
R3AAFK70LFHTVA,5,17,20,N,Y
R1PTZ8WGC96OEC,5,116,118,N,Y
R2YW3QM1O9TN5M,5,26,30,N,Y
R47QCIUEWLSTZ,5,20,21,N,N
R2MYDR4W5YEIB7,1,68,74,N,N
R2GNJDQY55RGNR,1,21,23,N,Y
R35DHB30EUKXCF,5,22,22,N,Y
R1MPRZZH6E9O7N,5,26,26,N,N
RPOKIMOX3NHXX,5,27,28,N,N
R30DOLP6UF93LP,5,24,26,N,Y
R23UQU7UZ7F8PG,5,26,28,N,Y
R16J9MBOJS5XXL,5,20,21,N,Y
R26IQGOCPAE2B9,5,118,126,N,Y
R21IC4B1LZAEC8,4,29,33,N,Y
RHU73QI8JSQDW,5,17,22,N,Y
R1UISOXAVC8HPM,1,31,32,N,Y
R13EHOXCPYENZ5,5,21,21,N,Y
R1L0CJY85NVKRU,1,19,24,N,N
RQBXIFQWREE0T,5,23,24,N,Y
R39D4RCUOT5KCZ,5,40,42,N,Y
R114V56NWS4ST6,3,74,75,N,N
R1AXXQWOIVKD34,5,26,26,N,Y
R1YYYTO8D964A8,5,141,146,N,Y
RSDGJL87Q2RRP,4,32,33,N,Y
RJ6WI70MFUU1T,4,36,39,N,Y
R1BIL8W1CU7ZY9,3,26,32,N,Y
R1KELYUK3XPNJU,2,26,28,N,N
RQUC8JG6N5S2W,3,21,21,N,N
R1FAGR9PEJJ4AA,3,113,125,N,Y
R1RW7EXK8HP3J,5,47,47,N,N
R3JCJLOQ6KTEZX,5,21,23,N,Y
RD9Y7941PFTBS,1,26,27,N,Y
R1LSS9H25925FB,3,31,31,N,Y
R11BLWBQMOK26D,4,17,20,N,Y
R2IBD2CWUVN3A3,4,17,24,N,Y
R3JOTGMP2YVI5Y,3,19,21,N,Y
R2IRK831HOGGZU,5,84,86,N,Y
R35E8NDFWLNIIE,5,41,43,N,Y
R28WZK3IREOP07,5,30,32,N,Y
RZ51B2HUM8RY,5,36,38,N,N
R5YPACJ8UYUGB,5,45,54,N,N
R2Z36P9TMGTKNP,4,50,51,N,Y
R1HPH4GUMWO3UB,5,156,162,N,N
R1VUQ8ZL0N4528,5,33,33,N,N
R21J03LU0HK94P,5,28,29,N,Y
R3E01QNEAZUZD4,2,20,21,N,Y
R3C2ELYPFH5G53,4,21,22,N,Y
R27VP32YAIPR4D,5,18,22,N,Y
R3NTVFWRU1DJLY,2,21,24,N,N
R3HEAWVYH5YNS8,5,20,21,N,Y
R21YIUK587A4QL,2,76,80,N,Y
R2DLMJYX77NSGG,4,26,26,N,Y
R2T2EYZIMIC2W6,5,49,53,N,Y
RLDPBG3ADK3YY,1,22,22,N,N
R3HZQJ4IS5EWO7,1,26,26,N,N
R5SP7KPONDX8F,5,29,31,N,Y
R1OSGP2OJRPFL5,4,30,31,N,Y
RJQUIRGS444CG,5,39,39,N,Y
R37PZAO8ESSPR2,5,17,20,N,Y
R18I6173SE15OH,4,21,21,N,N
R1Y6LCU0PW9R9N,5,51,63,N,N
R2LGLWDJDWGOZO,5,18,21,N,N
R1O6URKPLNJXEQ,5,20,21,N,Y
R1VC6DOHGAT7GB,5,52,52,N,Y
R2T7SZXIIQ2EIA,5,20,20,N,Y
RIK8WPZWOTHIY,5,18,20,N,Y
R266DI6586IHOU,5,19,24,N,Y
R3INFWDNDFO310,2,20,29,N,N
R3HDLTIKJT4R7F,5,64,64,N,Y
R24GDJ583BNHJ,5,24,28,N,N
R38PKYM3STF25R,1,22,24,N,N
R1ANW1QVAUVEJL,5,38,41,N,N
R12ZE0T9M2CB93,5,55,56,N,Y
R35DJAOAUKPT3E,5,18,24,N,Y
R1OYE5MGCQLWWA,5,21,27,N,Y
R259SYTH3D0K1O,1,18,24,N,Y
R16DW283VXNEH9,1,31,37,N,N
R2WA19180QXUY3,3,22,24,N,Y
R2MDP4J6OGIAAE,5,45,49,N,Y
R4NLNUJ3R37NH,5,22,23,N,N
R33YXWLT452THW,5,68,70,N,N
R3G9E4MZODDLY5,5,27,30,N,Y
R1IO6QT3UFUACR,1,21,21,N,Y
R3S2LD3CC9J9R0,5,28,30,N,Y
R3PPEAXKWOAXCA,5,21,23,N,N
R1OWAS5ZYH0MM8,1,68,83,N,N
R223FA8BF1IBXQ,4,22,22,N,N
R3049C8HCJ5PRH,5,25,25,N,N
R3CE3TRV8ZZ1RQ,5,20,22,N,Y
R2RWPV3DKA6CN1,5,22,24,N,Y
R1Y9GVIQJF4VZ0,5,22,22,N,Y
R34ODAFQG2BTOA,5,30,32,N,Y
R2FAU3VJ0QT8HA,1,26,28,N,Y
RJWIRIZNBXI0D,3,17,22,N,Y
R317E735K0XYOB,4,25,28,N,N
R3ATUAI0Z3T8WS,5,22,23,N,Y
R1TMTSONFWTZ5X,5,20,20,N,Y
RS6ATSUQTCM6Q,4,27,28,N,Y
R23NAC1OP9B30V,1,22,24,N,Y
ROSQG2F1QICC8,5,28,30,N,Y
R35I6ZCZ99A3VV,2,19,21,N,Y
R1N4TRKIHDFSIT,5,28,29,N,Y
R1B1578HG7Q6S1,2,25,26,N,Y
R2XM3YB7MD0M5W,4,20,22,N,Y
R14YZMZTKUFBLR,5,40,41,N,N
R2SLX90UC2RWT9,1,53,54,N,N
R20W61TOYLYWYZ,5,29,30,N,Y
R2TTB3MEGDHSYS,5,18,20,N,Y
R1HZPO982YL8SL,5,28,36,N,Y
R3VYCOR41SY4KL,2,22,24,N,Y
R33HTPLNF4AWDD,4,20,23,N,Y
R1EFUAHF48UPYO,5,26,26,N,N
R36JKF41GDASH5,5,58,66,N,Y
R3VYHI0D18QCI6,3,24,25,N,Y
R3PKCOKWL08PJ7,5,54,54,N,Y
RF6CDUI775ZBC,5,22,25,N,Y
R2F0DFMDPMC4M1,5,21,22,N,Y
R2ADE597SGFVOT,5,33,35,N,Y
R446C982H0C3O,1,58,67,N,Y
RSQ2NC943BSXM,5,23,26,N,Y
R2C6UADPOUX1BF,5,24,24,N,Y
R20P7X8DHTXHZQ,4,35,38,N,Y
RFYSV4TFGGDIS,2,19,20,N,Y
R1CM0UP82K17V6,5,36,37,N,Y
RHPNDFAVDGM6Q,1,51,57,N,Y
R2F0POL5UL4ZBC,5,23,23,N,Y
R1CMXIS4SKPEMZ,4,28,30,N,Y
R2HS0AYSKLVCGA,1,22,23,N,Y
R1T1970OD4XLKI,5,50,51,N,Y
R28V5W5W8NBW1N,5,32,32,N,Y
R2ANQNM1XK6NJ4,5,30,33,N,Y
R1UNWM818OOBO,2,39,40,N,Y
R226GP105L1NQH,5,21,21,N,Y
RU26F3EYSYRZ2,4,19,20,N,Y
R2G4KFOM5YTWRN,5,22,24,N,Y
R2G1CD7GK3D76U,5,53,53,N,Y
R306TG948CZ0B2,5,35,39,N,Y
R2UPOKCWBO58BT,5,19,21,N,Y
R2O9W0WLGLC601,5,22,22,N,Y
R2F8HW4TJD86E8,3,21,22,N,Y
R3I7P8XT051WWX,1,36,45,N,Y
R2HM51BG72GGV1,5,25,26,N,Y
R1AOE5DQJRL45M,1,29,30,N,Y
RXHK7ZOC2VIS9,5,80,80,N,Y
R38ZND3WBM48IF,1,68,73,N,Y
R3FAQOYWYJUFB,5,54,54,N,Y
R3TJ99DXFY71V1,3,25,26,N,Y
R33OU2NC4WHZBC,5,20,21,N,Y
R3B014C6483ACO,5,67,72,N,Y
R1EHA997JLXFRS,5,28,37,N,Y
R25L5U1JEIA5FY,5,32,32,N,Y
R1NOE5AQCBMOV0,1,22,23,N,Y
R1MZRXXR6GNWGC,1,18,21,N,Y
R35OP2JC7MDBJ7,1,19,22,N,Y
RJAKP6H60ZHT2,1,15,20,N,Y
R1ASHT1D3KKGX,2,18,21,N,Y
R2BGEU9X57J9J6,1,20,21,N,Y
RGHOBSYCZ29E5,5,20,20,N,Y
R3VQCJV6TYKWEV,1,26,26,N,Y
R1IL3O8IDHF9FX,1,197,213,N,Y
RU9A87CAKEVHK,1,25,35,N,Y
